ID,Poster,Comedy,Family,Crime,Drama,Mystery,Action,Adventure,Sci-Fi,Romance,News,Talk-Show,Horror,Thriller,Western,Animation,Fantasy,War,Music,Sport,Musical,Short,Game-Show,Reality-TV,Documentary,History,Biography
51267,https://m.media-amazon.com/images/M/MV5BMTI1ODM4MDMyM15BMl5BanBnXkFtZTcwNjQxODA4MQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51283,https://m.media-amazon.com/images/M/MV5BNzhiNWJhMmMtOWQwZi00MWE1LThhOTQtODQyMzFkN2EzNTA2XkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51297,https://m.media-amazon.com/images/M/MV5BOWVjMDI0NGYtNDM2MC00OTIwLWE0ODQtNDM0OTNlOGZlMzJiXkEyXkFqcGdeQXVyMTk5OTk3MzQ@.jpg,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51301,https://m.media-amazon.com/images/M/MV5BOGVjM2I4MGYtZGUzZC00OWNjLWI5NzctZDU1NjgwNThlZWVjXkEyXkFqcGdeQXVyMTk5MjAyMjM@.jpg,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51308,https://m.media-amazon.com/images/M/MV5BMjA2NDUwOTc2MV5BMl5BanBnXkFtZTgwMDk0MjcwMTE@.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51311,https://m.media-amazon.com/images/M/MV5BMTMyMjg1Njc4M15BMl5BanBnXkFtZTcwMzIwNjQ4NA@@.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51327,https://m.media-amazon.com/images/M/MV5BMzQ3NmQ1ZTctZGVjZS00ZGM1LWExZDEtZjdlYzgxNWI4N2NmXkEyXkFqcGdeQXVyMTkxODQ4MDg@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52442,https://m.media-amazon.com/images/M/MV5BOTI4ODMzNTE2Ml5BMl5BanBnXkFtZTcwNzM3OTQ5Mw@@.jpg,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52445,https://m.media-amazon.com/images/M/MV5BMTIyMDI0MzM3OV5BMl5BanBnXkFtZTcwMTczODQzMQ@@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52451,https://m.media-amazon.com/images/M/MV5BMTQzOTE5MzQ5OF5BMl5BanBnXkFtZTcwMDk5MTIwNw@@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52461,https://m.media-amazon.com/images/M/MV5BMjA3NzI2NTkxOV5BMl5BanBnXkFtZTcwNzc5NzMyNA@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52481,https://m.media-amazon.com/images/M/MV5BMjE2NzY2ODc5MV5BMl5BanBnXkFtZTcwNTUwNTY0NA@@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52490,https://m.media-amazon.com/images/M/MV5BNzdkMGFhYjgtNTc5Ni00NGQ5LTllNjItOTE2MjgzMjNlMTQyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52504,https://m.media-amazon.com/images/M/MV5BMTMzODAzMDgyMF5BMl5BanBnXkFtZTcwNzQ0MzA5NA@@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52507,https://m.media-amazon.com/images/M/MV5BMTQ4NTY4NDkwMV5BMl5BanBnXkFtZTcwMjQ3MDAwMQ@@.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52520,https://m.media-amazon.com/images/M/MV5BNTAzMDI5MzgtMGNkMC00MzllLWJhNjctNjA1NmViNGUxMzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52522,https://m.media-amazon.com/images/M/MV5BMTI4NDM1NDI2Nl5BMl5BanBnXkFtZTcwODY1MjM0MQ@@.jpg,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53479,https://m.media-amazon.com/images/M/MV5BNzU4OTU2MDAxM15BMl5BanBnXkFtZTcwMzI4MjQ0MQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53488,https://m.media-amazon.com/images/M/MV5BMzczMzM3M2EtY2E1MS00ZjA2LTg0ZjctOWNjZWMxN2NkYzFkXkEyXkFqcGdeQXVyMTA0MTM5NjI2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53496,https://m.media-amazon.com/images/M/MV5BMTA1NDU2NzkwMjleQTJeQWpwZ15BbWU4MDE0NzE0ODIx.jpg,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53502,https://m.media-amazon.com/images/M/MV5BZmYxZjE2MDYtYTQ2OC00NmUwLTkzNDEtNjFkZmEyM2E5ODBmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53525,https://m.media-amazon.com/images/M/MV5BMTMyMjUwMTA1NF5BMl5BanBnXkFtZTcwNjc1MDg5MQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53534,https://m.media-amazon.com/images/M/MV5BMTU2MTExODk4NV5BMl5BanBnXkFtZTcwMDY5NTI1MQ@@.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53546,https://m.media-amazon.com/images/M/MV5BZTFjM2E3ZDYtNTIzZi00YTdlLWIwYTYtMmVlMDM0ZjhjYzZjXkEyXkFqcGdeQXVyMjM5NDQzNTk@.jpg,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54518,https://m.media-amazon.com/images/M/MV5BZWQwZTdjMDUtNTY1YS00MDI0LWFkNjYtZDA4MDdmZjdlMDRlXkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54528,https://m.media-amazon.com/images/M/MV5BNDFhZGQ0OGMtZjZlMy00NWFkLWE5YWUtYzgzMDFmNjM2ZmEzXkEyXkFqcGdeQXVyNzkzODA4NzI@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54533,https://m.media-amazon.com/images/M/MV5BMTY0ODUzMDkwM15BMl5BanBnXkFtZTcwNTI1ODUyMQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54545,https://m.media-amazon.com/images/M/MV5BMjAyMzM5NDk4NF5BMl5BanBnXkFtZTcwMjEyNjMzMQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54557,https://m.media-amazon.com/images/M/MV5BNDUzNmFhOGEtMDY2MC00MTg5LTgwZjctYjQxYTkwYmRiODUyXkEyXkFqcGdeQXVyNjE4NTk3Nzg@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54572,https://m.media-amazon.com/images/M/MV5BMGY4NGM5NDAtNzE0OC00YjM0LTkxMmEtNTExOWUxOTY0MTJjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55657,https://m.media-amazon.com/images/M/MV5BNzE1MWU0ZTctYzBjNi00ZWE3LTgzNDEtOGU5ODZiZmU4YzMyXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55662,https://m.media-amazon.com/images/M/MV5BMTI2MjY1OTgzMl5BMl5BanBnXkFtZTcwNzYxOTYwMg@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55666,https://m.media-amazon.com/images/M/MV5BMTc2ODgwMzEzOV5BMl5BanBnXkFtZTcwNzIwOTIzMQ@@.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55683,https://m.media-amazon.com/images/M/MV5BYmIwY2I1ZGEtYzI3Mi00OTYwLWJkZjktNDQxMDlhMzM3MmU2XkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55686,https://m.media-amazon.com/images/M/MV5BYmYzYzhmYjMtMTI3Mi00MjU4LTkwMDctODNiYjU1ZGQ1ZmZjXkEyXkFqcGdeQXVyNzkyMDY4NTA@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55689,https://m.media-amazon.com/images/M/MV5BNDk5Mzk0NTAxM15BMl5BanBnXkFtZTcwMTIwNzk0MQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55701,https://m.media-amazon.com/images/M/MV5BMmI4NjM0ZmQtZGMwNS00MDYxLTg5NjAtYzQ2YzZmNTkxODJmXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55708,https://m.media-amazon.com/images/M/MV5BMzJlZWExNDItY2Q4OS00ZmQwLThmMTAtM2FhYmUzYzNlZmU4XkEyXkFqcGdeQXVyMTE1MTYxMzk2.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55710,https://m.media-amazon.com/images/M/MV5BMTk2MDI2ODE2OV5BMl5BanBnXkFtZTgwMjczMDUyNDM@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56751,https://m.media-amazon.com/images/M/MV5BMTI0NTY5MzQzNF5BMl5BanBnXkFtZTcwMTA3OTQ1MQ@@.jpg,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56757,https://m.media-amazon.com/images/M/MV5BYzczMTkzZmUtYzc0Mi00ZjIxLWJlZTUtMGMzYjU5ZGMzNTM0XkEyXkFqcGdeQXVyNTA4OTk2MzY@.jpg,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56758,https://m.media-amazon.com/images/M/MV5BMTA3MTIyYjQtOWJjZS00NjUyLThhMjYtMjhhODA4MmZhNmZkXkEyXkFqcGdeQXVyNTkzNjEwMjI@.jpg,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56775,https://m.media-amazon.com/images/M/MV5BNDg2NTMwMzA0M15BMl5BanBnXkFtZTcwMTQ2NDUxMQ@@.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56777,https://m.media-amazon.com/images/M/MV5BNzgxMzI2NzkwM15BMl5BanBnXkFtZTcwMjQ1Mjg4NA@@.jpg,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
56778,https://m.media-amazon.com/images/M/MV5BMTg1MDQ3MzQ3NF5BMl5BanBnXkFtZTcwNjc5NTQ4NA@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56780,https://m.media-amazon.com/images/M/MV5BMTI2MDE2MDA0M15BMl5BanBnXkFtZTcwOTM1MzU1MQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57729,https://m.media-amazon.com/images/M/MV5BMTA5MmM4ZmYtMWE4My00OGUzLWE0ZDQtNGE5Mjc3ZWM0Y2Q1XkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57730,https://m.media-amazon.com/images/M/MV5BZmFiYTFiOTktZjE2OS00MmNmLTlmM2UtZWQ4MDljM2QzYTdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57733,https://m.media-amazon.com/images/M/MV5BMTU5OTkzNDIyOF5BMl5BanBnXkFtZTcwMjk1OTEzMQ@@.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57742,https://m.media-amazon.com/images/M/MV5BMTc5OTU5OTIzN15BMl5BanBnXkFtZTcwMDk1MTk5Mw@@.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57748,https://m.media-amazon.com/images/M/MV5BMTc3NTM4NTMwOF5BMl5BanBnXkFtZTcwMjM1Mjg4NA@@.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57751,https://m.media-amazon.com/images/M/MV5BMjM1Mjg3NzU4M15BMl5BanBnXkFtZTgwNzE3ODMyMTE@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57752,https://m.media-amazon.com/images/M/MV5BMjEyNjEyNDczN15BMl5BanBnXkFtZTcwMzQ2MzE3MQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57765,https://m.media-amazon.com/images/M/MV5BODQ0YWY1Y2UtZDRhOS00NDE0LTk2NTAtM2NkMjUwMTBhZDBjXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@.jpg,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57773,https://m.media-amazon.com/images/M/MV5BMTU2NjY3MDIzMV5BMl5BanBnXkFtZTcwNzMzMjYyMQ@@.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57785,https://m.media-amazon.com/images/M/MV5BYmYyNTJmM2YtOWY1ZC00NGNhLTg4OTUtNzQ0MGNjZjI0ZWU5XkEyXkFqcGdeQXVyNjc4NTExMTk@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57786,https://m.media-amazon.com/images/M/MV5BNmZmYzNlZGYtN2I5ZC00YWY3LWExMDAtNjVjMzVhM2E0NTUxXkEyXkFqcGdeQXVyNDUxNjc5NjY@.jpg,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57790,https://m.media-amazon.com/images/M/MV5BMDE5MmQyNDEtOWZiYy00MzRjLTk0Y2EtMjkyNWEwNTkxNTBjXkEyXkFqcGdeQXVyNDA3MDAwOQ@@.jpg,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57793,https://m.media-amazon.com/images/M/MV5BMzcxM2Q1MmMtN2VjNy00Nzg1LTg2MTctNTFhZThjOTBmOWM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57796,https://m.media-amazon.com/images/M/MV5BOWQyZTZmMTctNDhlMS00NDdhLWEyYzYtNGQ3MjNjYzUxZjM4XkEyXkFqcGdeQXVyMzU0NzkwMDg@.jpg,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57798,https://m.media-amazon.com/images/M/MV5BMTY3ODcyMDQxNl5BMl5BanBnXkFtZTcwNTg4NTA0MQ@@.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58789,https://m.media-amazon.com/images/M/MV5BY2FmNjE2ZmEtOTZjZi00NTQ3LTk2ZGItMzFjZDQ1NjQxZDY2XkEyXkFqcGdeQXVyNjExODE1MDc@.jpg,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
58791,https://m.media-amazon.com/images/M/MV5BMTQxMjQwODE1Ml5BMl5BanBnXkFtZTgwNTIzMDMyMjE@.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58797,https://m.media-amazon.com/images/M/MV5BMTQwMDEyNTk5M15BMl5BanBnXkFtZTYwODY5MzM2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58800,https://m.media-amazon.com/images/M/MV5BMTMwNjMzMDk0N15BMl5BanBnXkFtZTcwNDI2NzIzMQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58801,https://m.media-amazon.com/images/M/MV5BZjYxYmE3ZDUtZGFkYi00ZDJmLWE5YjgtNzMyZGE2NTBiZjM0XkEyXkFqcGdeQXVyMTI2OTM0NzQ@.jpg,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58805,https://m.media-amazon.com/images/M/MV5BN2Y0YzA1OGMtMmY5Zi00M2EwLWFjYjYtYjQ2N2ZmMGZlYzBmXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58806,https://m.media-amazon.com/images/M/MV5BMTY0ODk3NTA1Nl5BMl5BanBnXkFtZTcwMTI1MzIzMQ@@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58808,https://m.media-amazon.com/images/M/MV5BMTczMTQ1ODg3N15BMl5BanBnXkFtZTcwMTQ2NTQ4NA@@.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58812,https://m.media-amazon.com/images/M/MV5BMzkxYjhiNmEtMjA4Mi00OWU0LWIwYTgtZGFhYWE5N2E1OTk0XkEyXkFqcGdeQXVyNzMwOTY2NTI@.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
